id,legacy_customer_id,company_name,site_nickname,site_number,mailing_address,mailing_city,mailing_state,mailing_zip,primary_contact_email,primary_contact_name,primary_contact_phone,secondary_contact_email,secondary_contact_name,secondary_contact_phone,service_tier,system_platform,has_active_contracts,total_contract_value,primary_technician_id,secondary_technician_id,best_arrival_time,access_notes,site_hazards,special_instructions,created_at,updated_at,created_by,updated_by,last_job_numbers,last_visit_by,last_visit_date,site_experience,handoff_notes,best_arrival_times,poc_name,poc_phone,poc_available_hours,backup_contact,access_approach,common_access_issues,scheduling_notes,completion_status,commissioning_notes,known_issues,documentation_score,original_team_contact,original_team_role,original_team_info,when_to_contact_original,contract_number,contract_status,latest_contract_email
3a9183bb-e070-4a2e-ac05-5a22721adbb0,95,BRIAN TREMATORE PLUMBING & HEATING,BRIAN TREMATORE PLUMBING & HEATING,,5 DANIEL ROAD EAST,FAIRFIELD,NJ,7004,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3b55d09c-dad7-473e-8472-0aaaa5139dab,821,GRAMERCY SQUARE CONDOMINIUM,GRAMERCY SQUARE CONDOMINIUM,,"25 EAST 21ST STREET
c/o DOUGLAS ELLIMAN PROPERTY MANAGEMENT",New York,NY,10010,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3bd773a5-5bb5-4b2a-8e3f-08a849dc608a,212,"EMY SOLUTIONS, LLC","EMY SOLUTIONS, LLC",,19 SUMMERFIELD BLVD.,DAYTON,NJ,8810,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3be8c93b-63b1-4430-ac84-fb520fd7f317,208,EMCOR SERVICES NY/NJ,EMCOR SERVICES NY/NJ,,"245 Newtown Road, Suite 305",Plainview,NY,11803,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3c64a9aa-19ee-4464-ac49-72696c5254be,306,"I HEAT AND AIR MECHANICAL CONTRACTING, I","I HEAT AND AIR MECHANICAL CONTRACTING, I",,100 FAIRCHILD AVE.,PLAINVIEW,NY,11803,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3c844f5b-85e5-42e6-b06b-d3fe200cb42d,860,FRANKOSKI CONSTRUCTION,FRANKOSKI CONSTRUCTION,,314 DODD STREET,EAST ORANGE,NJ,7017,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3e30a5e4-3ace-4711-b20e-affd6087e37b,321,JACKSON BOARD OF EDUCATION (ESCNJ),JACKSON BOARD OF EDUCATION (ESCNJ),,151 DON CONNER BLVD.,JACKSON,NJ,8527,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3e634f19-987f-467a-9a98-2b9414b37828,1029,Clean Kitchen Food,Clean Kitchen Food,,,,,,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3ee6a55d-657b-466a-82d2-7b0c5364389b,175,DCO ENERGY,DCO ENERGY,,5429 HARDING HWY,MAYS LANDING,NJ,8330,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
3eef92fb-ccd6-4c52-a162-37729bd5b78a,1067,GreenGen,GreenGen,,"8120 Woodmont Avenue
Suite 350",Bethesda,MD,20814,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4056e29a-65b6-407a-a5b3-e892a5fa9297,48,"AMCO ENTERPRISES, INC.","AMCO ENTERPRISES, INC.",,600 SWENSON DRIVE,KENILWORTH,NJ,7033,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
411814c9-7717-458c-bacc-32a46cbd8df1,751,APEX MECHANICAL CORP.,APEX MECHANICAL CORP.,,2800 WEBSTER AVENUE,NEW YORK,NY,10458,mikeg@apexmechcorp.com,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
42748e17-d3aa-41b0-857f-79a4b48d04ab,16,"401 COLUMBUS HOLDINGS, LLC","401 COLUMBUS HOLDINGS, LLC",,401 COLUMBUS AVE. LOWER LEVEL,VALHALLA,NY,10595,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
436ac7d9-98bb-4a34-8c6f-55b17712fac2,203,"ECOSYSTEM ENERGY SERVICES USA, INC.","ECOSYSTEM ENERGY SERVICES USA, INC.",,462 7TH AVENUE,NEW YORK,NY,10018,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
43712046-c4fb-41a5-8746-95fadcaa4b4a,911,ARAMARK FACILITIES MANAGEMENT,ARAMARK FACILITIES MANAGEMENT,,2400 MARKET STREET,PHILADELPHIA,PA,19103,,,,,,,CORE,,true,49806.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,24-042524-383NJ,active,
44d3b28f-5a81-44b7-b53d-990e72a4eaf1,93,BR FRIES AND ASSOCIATES LLC,BR FRIES AND ASSOCIATES LLC,,"34 WEST 32ND ST., 7TH FL",NEW YORK,NY,10001,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
46420b1a-d02f-44c2-9cd5-3954611ea2fa,829,"ENVIROCON, LLC","ENVIROCON, LLC",,83 Canada Goose Drive,Hackettstown,NJ,7840,az@enviroconusa.com,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
486c8b59-cd36-4545-b5c5-510bfe8158f4,65,BAM MECHANICAL CORP,BAM MECHANICAL CORP,,26 CHESTNUT RIDGE ROAD,ARMONK,NY,10504,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4a5af0c2-43c9-445c-bcc8-b86a788e51b7,219,"ENTERIS BIOPHARMA, INC.","ENTERIS BIOPHARMA, INC.",,83 FULTON STREET,BOONTON,NJ,07005-1909,pshields@enterisbiopharma.com,,,,,,CORE,,true,8774.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,22-041122-83NJ; 23-053023-83NJ; 24-0524-83NJ; 25-0520-83NJ,active; expired,pshields@enterisbiopharma.com
4af01f25-160d-437a-a0d4-8bfeb53c5a4b,822,EDISON PLAZA,EDISON PLAZA,,10 PARSONAGE ROAD,EDISON,NJ,8837,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4b106bf4-21f2-44ae-b2d5-1a487969d653,141,COASTAL REFRIGERATION CORP.,COASTAL REFRIGERATION CORP.,,1016 STATE ROUTE 33,FREEHOLD,NJ,7728,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4b1266da-39f9-4c9e-9e9c-97d0238aca29,1051,LANDCO CONSTRUCTION,LANDCO CONSTRUCTION,,,,,,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4c24fe1b-e94d-4586-a350-2ce648b66378,168,"CUSHMAN & WAKEFIELD, INC. (650 FIFTH)","CUSHMAN & WAKEFIELD, INC. (650 FIFTH)",,"CUSHMAN & WAKEFIELD, INC.",NEW YORK,NY,10019-6108,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4c9aaf5e-7a9a-4d9a-8f00-ec437150e640,918,"CON EDISON SOLUTIONS, INC.","CON EDISON SOLUTIONS, INC.",,3405 W. DR. MARTIN L. KING JR. BLVD. SUITE 101,TAMPA,FL,33607,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4e8739d0-ebb2-4a3d-9019-e9a475575ffa,925,JOHN F. KENNEDY INTERNATIONAL AIRPORT,JOHN F. KENNEDY INTERNATIONAL AIRPORT,,,,,,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
4eb68ba1-4209-43ca-89b4-4fd01fe97959,62,B.O.E. PASSAIC VALLEY REG. H.S. (ESCNJ),B.O.E. PASSAIC VALLEY REG. H.S. (ESCNJ),,DISTRIC NO. 1,LITTLE FALLS,NJ,7424,,,,,,,CORE,,true,11754.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,12507,active,
4f36133d-b4c5-43ac-bb1c-7d61ad794781,66,"BARHAM MECHANICAL GROUP, LLC","BARHAM MECHANICAL GROUP, LLC",,4239 HIGHWAY 33,TINTON FALLS,NJ,7753,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
502be91a-a0d6-440e-b52c-fd1e9da5e4fd,189,DUMONT MECHANICAL,DUMONT MECHANICAL,,2048 ROUTE 31,GLEN GARDNER,NJ,8826,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
519500c3-214a-4ca7-a7c9-fe988f8da7cf,246,FORT LEE PUBLIC SCHOOLS,FORT LEE PUBLIC SCHOOLS,,"231 MAIN STREET, 3RD FLOOR",FORT LEE,NJ,7024,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
52217665-d62f-4339-aacf-8c243aa2f9c9,311,INDEPENDENCE BORO SCHOOL DISTRICT (ESCNJ),INDEPENDENCE BORO SCHOOL DISTRICT (ESCNJ),,421 5TH STREET,INDEPENDENCE,NJ,7838,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
5331270b-5865-4709-a0b5-7db40ac97456,972,"ATRIA BUILDERS, LLC","ATRIA BUILDERS, LLC",,"158-13 72ND AVENUE, SUITE 2D",FLUSHING,NY,11365,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
538ad0bc-08e2-4b00-bb17-b7efe2a8479c,817,Cushman & Wakefield (650 College),Cushman & Wakefield (650 College),,650 College Road East,Princeton,NJ,8540,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
55b86280-d962-4e83-90dc-b274604e9851,330,J&T ELECTRIC CORP.,J&T ELECTRIC CORP.,,86-05 103RD AVE.,OZONE PARK,NY,11417,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
568626a7-0e4f-4417-97c2-c80d5cb9ba12,943,HARDYSTON BOARD OF EDUCATION,HARDYSTON BOARD OF EDUCATION,,183 WHEATSWORTH ROAD,HAMBURG,NJ,7416,,,,,,,CORE,,true,10296.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,24-042324-289NJ; 25-021825-289NJ,active; expired,
58565cdb-a48c-4a8b-8a91-53901d1c9e55,948,COUNTY OF MIDDLESEX (ESCNJ),COUNTY OF MIDDLESEX (ESCNJ),,PO BOX 661,NEW BRUNSWICK,NJ,8903,michael.tonne@co.middlesex.nj.us,,,,,,CORE,,true,21462.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,24-1213-570NJ,active,
592c41f2-83ea-4b78-bb8a-cf37f11ec9d6,1062,Grumman Butkus Associates,Grumman Butkus Associates,,,,,,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
5976af32-43ff-42e0-bff6-14801d29ed65,237,FALASCA MECHANICAL,FALASCA MECHANICAL,,3329 N. MILL ROAD,VINELAND,NJ,8360,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
59cff5a8-8dd9-4b9a-97bb-0b8df85cc05a,163,CRANFORD BOARD OF EDUCATION (ESCNJ),CRANFORD BOARD OF EDUCATION (ESCNJ),,132 THOMAS STREET,CRANFORD,NJ,7016,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
5a240a0c-ed35-47d4-8a2b-7ee97b674d7a,42,AJ CELIANO INC.,AJ CELIANO INC.,,460 LUDLOW AVE,CRANFORD,NJ,7016,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
5b87e8fa-57a2-46a6-9199-9f019a0bfbf9,278,HACKENSACK BOARD OF EDUCATION,HACKENSACK BOARD OF EDUCATION,,191 SECOND STREET,HACKENSACK,NJ,7601,,,,,,,CORE,,true,43680.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,24-0822-191NJ,active; expired,
5e9dfffb-db64-4f21-8aed-b10907b77733,296,HJ MECHANICAL CORP.,HJ MECHANICAL CORP.,,64 BESSON STREET,FORDS,NJ,8863,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
5f68aaee-0bd1-431f-bb22-d33e61109b7b,834,"608 COMPANY, LLC (c/o CBRE)","608 COMPANY, LLC (c/o CBRE)",,240 CENTRAL PARK SOUTH Bill Box # 01-205819-ILJ001,NEW YORK,NY,10019,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
60ba11ce-6fb9-4241-b773-b5b112bc2f46,263,GIRL SCOUTS OF THE USA,GIRL SCOUTS OF THE USA,,AMERICA,BRIARCLIFF MANOR,NY,10510,,,,,,,CORE,,true,11991.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,213581; 25-0313-550NY,active; expired,
611f5c38-9563-4e6a-8f72-4c001825c69c,870,150 EAST 57TH STREET LLC.,150 EAST 57TH STREET LLC.,,150 East 57th Street,New York,NY,10022,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
61e91324-5f62-4dc0-a594-9b8af6a93985,1066,CYTOSORBENTS MEDICAL INC.,CYTOSORBENTS MEDICAL INC.,,305 COLLEGE ROAD EAST,PRINCETON,NJ,8540,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
6278aa45-78f3-4b0b-aa46-c9a8cedabf87,123,CEG SOLUTIONS LLC,CEG SOLUTIONS LLC,,"4040 NORTH FAIRFAX DR,",ARLINGTON,VA,22203,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
645cee57-a583-4eb1-b795-372ec6b5563e,839,"LAROSA'S SERVICES HEATING & COOLING, INC","LAROSA'S SERVICES HEATING & COOLING, INC",,16 CHARLES STREET,LODI,NJ,7644,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
65127a88-b166-4833-a302-4c513ecee21f,120,CARTER MECHANICAL,CARTER MECHANICAL,,176 PENNSYLVANIA AVE.,MALVERN,PA,19355,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
656be0d0-3ed2-446c-9bb5-9c6580a252b0,170,"D&B BUILDING SOLUTIONS, LLC","D&B BUILDING SOLUTIONS, LLC",,444 JOHN F. KENNEDY DR. NORTH,BLOOMFIELD,NJ,7003,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
66562a09-41f9-46e2-b2b9-9ca3920faaeb,323,JERSEY CITY MEDICAL CENTER,JERSEY CITY MEDICAL CENTER,,355 GRAND STREET,JERSEY CITY,NJ,7302,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
66a3cb69-a154-486c-ac62-a4b31ede0500,1004,HARRISON TOWNSHIP BOE,HARRISON TOWNSHIP BOE,,120 N. MAIN STREET,MULLICA HILL,NJ,8062,,,,,,,CORE,,true,6536.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,25-0624-120NJ-3LE,active,
679f1687-c830-47e4-a6ec-011bd4a426a0,265,GLEN RIDGE PUBLIC LIBRARY,GLEN RIDGE PUBLIC LIBRARY,,240 RIDGEWOOD AVE,GLEN RIDGE,NJ,7028,jbagdon@glenridgelibrary.org,,,,,,CORE,,true,19300.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,23-120122-240NJ; 24-102023-240NJ-1Y-2,active; expired,jbagdon@glenridgelibrary.org
67c35473-930d-42b3-903a-b70d37f18579,133,CITY OF JERSEY CITY,CITY OF JERSEY CITY,,13-15 LINDEN AVENUE EAST,JERSEY CITY,NJ,7305,,,,,,,ASSURE,,true,141936.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,23-102822-1&4NJ; 24-010124-1&4NJ; 24-092724-75NJ3M; 25-010125-1&4NJ; 25-010125-1NJ; 25-010125-2NJ; 25-010125-75NJ,active; expired,
67da6bbf-8c09-4210-ad85-b7e1d81124dd,1008,540 WPR LLC,540 WPR LLC,,236 ERNSTON RD,PARLIN,NJ,8859,mj1realty2018@gmail.com,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
685bd79d-9e17-4885-b5bd-8fe691e52a95,735,CUSHMAN & WAKEFIELD INC. (141 WILLOUGHBY),CUSHMAN & WAKEFIELD INC. (141 WILLOUGHBY),,141 WILLOUGHBY STREET,BROOKLYN,NY,11201,,,,,,,CORE,,true,16271.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,23-020323-141NY; 25-010725-141NY,active; expired,
6898d21d-864c-47f3-a23d-a47cf6834a20,96,BRIDGEWATER-RARITAN REG DIST. (ESCNJ),BRIDGEWATER-RARITAN REG DIST. (ESCNJ),,836 NEWMANS LANE,BRIDGEWATER,NJ,08807-0030,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
68a9fff3-bcb9-4748-90c3-a39cb145f97f,886,KENNEDY CATHOLIC HIGH SCHOOL (ESCNJ),KENNEDY CATHOLIC HIGH SCHOOL (ESCNJ),,1800 KENNEDY BLVD.,JERSEY CITY,NJ,7305,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
693c6980-248e-4676-918c-40d4e0e70355,756,CUSTOM PRO SOLUTIONS,CUSTOM PRO SOLUTIONS,,2790 STATE ROUTE 13,NEW WOODSTOCK,NY,13122,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
69951b3c-a021-4cea-b9cf-fb859b4a22db,1063,195 COLUMBIA LLC,195 COLUMBIA LLC,,"195 COLUMBIA TPKE, SUITE #100",FLORHAM PARK,NJ,7932,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
6b21653a-6069-47e7-91df-5e23a4dfc270,137,CLIFTON BOARD OF EDUCATION,CLIFTON BOARD OF EDUCATION,,745 CLIFTON AVE.,CLIFTON,NJ,7013,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
6b3b93bc-0482-4f7e-8a80-dffb1e804209,302,HUNTERDON CENTRAL HIGH SCH DISTRICT (ESC),HUNTERDON CENTRAL HIGH SCH DISTRICT (ESC),,84 ROUTE 31,FLEMINGTON,NJ,8822,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
6b668a6e-c45b-48df-8413-f0267b5c116f,776,BRAE BURN COUNTRY CLUB INC.,BRAE BURN COUNTRY CLUB INC.,,39 BRAE BRUN DRIVE,PURCHASE,NY,10577,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
6c7bcf0c-9d2b-4989-9d1b-af8faf19d853,762,CRYSTAL & DIAMOND HOSPITALITY LLC,CRYSTAL & DIAMOND HOSPITALITY LLC,,D/B/A ENVUE AUTOGRAPH COLLECTION,,,,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:05:10.444587+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
6d2c812d-59db-4c8e-9e9b-5fc0366740c4,939,ATLAS CAPITAL GROUP,ATLAS CAPITAL GROUP,,200 PARK AVE,NEW YORK,NY,10166,operations@atlascapital.com,,,,,,ASSURE,,true,35000.00,,,,,,,2025-09-23 00:43:14.58878+00,2025-09-23 00:43:14.58878+00,,,,,,,,,,,,,,,,,,,0,,,,,23-050123-200NY,active,operations@atlascapital.com
6dc3d301-0cca-4e69-aac2-35483e020e39,227,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,,ATTN:  ACCOUNTS PAYABLE,AUGUSTA,GA,30901,pgospodarzec@eqr.com,,,,,,CORE,,true,9690.00,,,,,,,2025-09-23 01:09:10.612937+00,2025-09-23 01:09:10.612937+00,,,,,,,,,,,,,,,,,,,0,,,,,23-092922-170NY; 23-101123-170NY,active; expired,pgospodarzec@eqr.com
6e441a96-a5e2-45e0-8ec7-758b823141fa,121,CBRE PROPERTY MANAGEMENT,CBRE PROPERTY MANAGEMENT,,Billbox: 01-205819-IEV001 PO Box 2021,WARREN,MI,48090-2021,,,,,,,CORE,,true,39010.00,,,,,,,2025-09-23 00:54:18.245539+00,2025-09-23 00:54:18.245539+00,,,,,,,,,,,,,,,,,,,0,,,,,515116,active,
6fcf64a0-93bc-4197-b4a4-45c29c387c72,1020,INDUSTRIAL SERVICES INC.,INDUSTRIAL SERVICES INC.,,600 W. UNIVERSITY PKWY,BALTIMORE,MD,21210,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
6fde360e-1d5b-4613-bdda-1bad8aa3e413,1025,EAST HANOVER TOWNSHIP BOE (ESCNJ),EAST HANOVER TOWNSHIP BOE (ESCNJ),,20 SCHOOL AVENUE,EAST HANOVER,NJ,7936,,,,,,,CORE,,true,3238.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,25-0423-477NJ-1LE,active,
7112b9aa-444d-47da-bde1-84eee8cb01f0,344,LAMBERTVILLE CITY BOE (ESCNJ),LAMBERTVILLE CITY BOE (ESCNJ),,226 N. UNION STREET,LAMBERTVILLE,NJ,8530,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 01:12:07.559888+00,2025-09-23 01:12:07.559888+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
7198f403-0b22-4b38-86bc-88344e52d11c,176,DE SESA ENGINEERING CO. INC.,DE SESA ENGINEERING CO. INC.,,83 DORSA AVE,LIVINGSTON,NJ,7039,,,,,,,CORE,,false,0.00,,,,,,,2025-09-23 00:58:17.545531+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,,,
725e4e4d-5889-4952-905a-9c1e2ba557ba,200,EASTAMPTON BOARD OF EDUCATION (ESCNJ),EASTAMPTON BOARD OF EDUCATION (ESCNJ),,1 STUDENT DRIVE,EASTAMPTON,NJ,8060,,,,,,,CORE,,true,9355.00,,,,,,,2025-09-23 01:06:48.926422+00,2025-09-23 01:06:48.926422+00,,,,,,,,,,,,,,,,,,,0,,,,,24-0808-1NJ; 25-0519-1NJ-1LE,active; expired,
