simpro_customer_id,company_name,email,mailing_address,mailing_city,mailing_state,mailing_zip,labor_tax_code,part_tax_code,is_contract_customer,has_active_contracts,active_contract_count,total_contract_value,service_tier,latest_contract_email
811,"COASTAL AIR CONDITIONING, INC.",,6 PHYLLIS STREET,HAZLET,NJ,7730,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
141,COASTAL REFRIGERATION CORP.,,1016 STATE ROUTE 33,FREEHOLD,NJ,7728,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
903,COLLINGS BUILDING SERVICES,,24-01 44TH ROAD,LONG ISLAND CITY,NY,11101,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
144,COLUMBIA UNIVERSITY MEDICAL CENTER,,650 WEST 168TH STREET,NEW YORK,NY,10032,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,False,0,0.0,CORE,
146,COMFORT MECHANICAL CORP.,,PO BOX 4135,LONG BRANCH,NJ,7740,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
148,COMPUTERCOOL ICEAGE MECHANICAL CORP,,58-75 57TH ROAD,MASPETH,NY,11378,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
918,"CON EDISON SOLUTIONS, INC.",,3405 W. DR. MARTIN L. KING JR. BLVD. SUITE 101,TAMPA,FL,33607,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
910,CONNELL REAL ESTATE & DEVELOPMENT CO.,,300 CONNELL DRIVE,BERKELEY HEIGHTS,NJ,7922,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),True,True,1,26193.02,CORE,
153,CORE FACILITIES SERVICES LLC.,,150 EAST 42ND STREET 7TH FLOOR,NEW YORK,NY,10017,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,2,64139.6,CORE,
1048,"CORPORATE COMMONS THREE, LLC",,1110 SOUTH AVE,STATEN ISLAND,NY,10314,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,True,1,27530.16,CORE,
851,COUNTY OF ESSEX,,465 DR MARTIN LUTHER KING JR BLVD #335,NEWARK,NJ,7102,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
948,COUNTY OF MIDDLESEX (ESCNJ),michael.tonne@co.middlesex.nj.us,PO BOX 661,NEW BRUNSWICK,NJ,8903,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,21462.0,CORE,
156,COUNTY OF MORRIS,,DEPARTMENT OF FINANCE,MORRISTOWN,NJ,07963-0900,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,0.0,CORE,mcpurchasing@co.morris.nj.us
157,COUNTY OF ORANGE NY,,C/O DEPT. OF PUBLIC WORKS,GOSHEN,NY,10924,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,0.0,CORE,bconklin@orangecountygov.com
159,COUNTY OF PASSAIC PUBLIC BUILDINGS(ESCNJ),,151 EAST 11TH STREET,PATERSON,NJ,7524,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
163,CRANFORD BOARD OF EDUCATION (ESCNJ),,132 THOMAS STREET,CRANFORD,NJ,7016,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
874,CRESSKILL BOARD OF EDUCATION (ESCNJ),tschillaci@cresskillnj.net,15 BROOKSIDE AVE,CRESSKILL,NJ,7626,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
791,CropOne,,725 MAIN STREET,MILLIS-CLICQUOT,MA,2054,,,False,False,0,0.0,CORE,
762,CRYSTAL & DIAMOND HOSPITALITY LLC,,D/B/A ENVUE AUTOGRAPH COLLECTION,,,,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
817,Cushman & Wakefield (650 College),,650 College Road East,Princeton,NJ,8540,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
735,CUSHMAN & WAKEFIELD INC. (141 WILLOUGHBY),,141 WILLOUGHBY STREET,BROOKLYN,NY,11201,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),True,True,1,16271.0,CORE,
168,"CUSHMAN & WAKEFIELD, INC. (650 FIFTH)",,"CUSHMAN & WAKEFIELD, INC.",NEW YORK,NY,10019-6108,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),True,False,0,0.0,CORE,
775,"CUSHMAN & WAKEFIELD, INC. (FISERV)",,575 MARYVILLE CENTRE DRIVE,TOWN AND COUNTRY,MO,63141,,,False,True,1,30691.8,CORE,
756,CUSTOM PRO SOLUTIONS,,2790 STATE ROUTE 13,NEW WOODSTOCK,NY,13122,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
169,CWP- NYC PROPERTY MGT SERVICES,,787 SEVENTH AVENUE,NEW YORK,NY,10019,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),True,True,1,34900.0,CORE,pnaughton@cwp-ms.com
1066,CYTOSORBENTS MEDICAL INC.,,305 COLLEGE ROAD EAST,PRINCETON,NJ,8540,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
800,"DASHLANE USA, INC.",,"44 WEST 18TH STREET, 4TH FLOOR",NEW YORK,NY,10011,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
1059,"DAYLIGHT TRANSPORT, LLC",,5660 KATELLA AVENUE,CYPRESS,CA,90630,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
170,"D&B BUILDING SOLUTIONS, LLC",,444 JOHN F. KENNEDY DR. NORTH,BLOOMFIELD,NJ,7003,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
171,D&B SERVICE GROUP LLC (A/R),,"2 CLERICO LN, SUITE 210",HILLSBOROUGH,NJ,8844,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
175,DCO ENERGY,,5429 HARDING HWY,MAYS LANDING,NJ,8330,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
177,DELAWARE TOWNSHIP B.O.E. (ESCNJ),,501 ROSEMONT-RINGOES ROAD,SEGEANTSVILLE,NJ,8857,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,3964.0,CORE,jmunsey@dtsk8nj.org
179,DELAWARE VALLEY REGIONAL HIGH SCHOOL,,19 SENATOR STOUT ROAD,FRENCHTOWN,NJ,8825,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
180,DELL-TECH INC.,,930 NEW YORK AVE.,TRENTON,NJ,8638,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
914,DEPARTMENT OF CHILDREN&FAMILIES,,"STATE OF NEW JERSEY
REGIONAL SCHOOL ESSEX CAMPUS
395-97 NORTH 5TH STREET",NEWARK,NJ,7107,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
176,DE SESA ENGINEERING CO. INC.,,83 DORSA AVE,LIVINGSTON,NJ,7039,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
181,"DI SANTI MECHANICAL, INC.",,"101 EAST MAIN STREET, BUILDING 3",LITTLE FALLS,NJ,7424,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
182,DLS MECHANICAL & MAINTENANCE CORP,,275 JERICHO TURNPIKE,FLORAL PARK,NY,11001,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
183,DNJ MECHANICAL,,55-05 FLUSHING AVE.,MASPETH,NY,11378,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
875,DOBBS FERRY UFSD (ED-DATA),,505 BROADWAY,DOBBS FERRY,NY,10522,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,True,1,10661.0,CORE,
879,DOMINICIAN ACADEMY,,44 EAST 68TH STREET,MANHATTAN,NY,10065,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
790,DOMINION CONSTRUCTION CORP.,,108 ALLEN BOULEVARD,FARMINGDALE,NY,11735,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
185,DON BOSCO PREPARATORY HIGH SCHOOL,,492 FRANKLIN TURNPIKE,RAMSEY,NJ,7446,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
187,DONNELLY MECHANICAL CORP.,,96-59 222ND STREET,QUEENS VILLAGE,NY,11429,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
767,DOVER BOARD OF EDUCATION (ESCNJ),,21 BELMONT AVENUE,DOVER,NJ,7801,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
857,DPR CONSTRUCTION,,1090 King Georges Post Road,Edison,NJ,8837,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
172,D.P.  WOLFF INC.,,"2 WESTCHESTER PLAZA, SUITE 160",ELMSFORD,NY,10523,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
976,DRIFT,,"1200 HARBOR BLVD
d/b/a WEEHAWKEN REST LLC",WEEHAWKEN,NJ,7086,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
189,DUMONT MECHANICAL,,2048 ROUTE 31,GLEN GARDNER,NJ,8826,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
845,DUTCHESS COUNTY (BOCES),,5 Boces Road,Poughkeepsie,NY,12601,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,True,1,8604.0,CORE,
994,DWIGHT SCHOOL,,291 CENTRAL PARK WEST,NEW YORK,NY,10024,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
193,EACM CORP,,1070 OCEAN AVENUE,SEA BRIGHT,NJ,7760,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
804,"EAST 77TH OWNERS, INC.",,435 EAST 77TH STREET,NEW YORK,NY,10075,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
200,EASTAMPTON BOARD OF EDUCATION (ESCNJ),,1 STUDENT DRIVE,EASTAMPTON,NJ,8060,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,9355.0,CORE,
197,EAST BRUNSWICK SCHOOL DIST(ESCNJ),,760 RT 18,EAST BRUNSWICK,NJ,8816,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,239810.0,ASSURE,gschenck@ebnet.org
198,EAST CONSTRUCTION CORP.,,28 CLIFF AVE.,YONKERS,NY,10705,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
201,EASTERN AIR INC.,,260 JOHNSON AVENUE,BROOKLYN,NY,11206,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
1025,EAST HANOVER TOWNSHIP BOE (ESCNJ),,20 SCHOOL AVENUE,EAST HANOVER,NJ,7936,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,3238.0,CORE,
984,EAST HARLEM SCHOLAR ACAD CHARTER SCHOOL,,2017 1ST AVENUE,NEW YORK,NY,10029,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,True,1,18832.0,CORE,
869,EAST ISLIP DISTRICT OFFICE (ED-DATA),,1 CRAIG B GARIEPY AVENUE,ISLIP TERRACE,NY,11752,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
202,ECHELON SERVICES LLC,,159 MERRIAM AVE,NEWTON,NJ,7860,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
960,"ECOSAVE AUTOMATION, LLC",,4000 S 26TH,PHILADELPHIA,PA,19145,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,True,1,7306.0,CORE,
203,"ECOSYSTEM ENERGY SERVICES USA, INC.",,462 7TH AVENUE,NEW YORK,NY,10018,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
205,EDISON HEATING&COOLING,,191 VINEYARD ROAD,EDISON,NJ,8817,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
822,EDISON PLAZA,,10 PARSONAGE ROAD,EDISON,NJ,8837,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
740,EDUCATIONAL SERVICES COMM OF NJ (ESCNJ),,1660 STELTON ROAD,PISCATAWAY,NJ,8854,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
888,"EIA CONSTRUCTORS, INC.",,8 RIDGEDALE AVE,CEDAR KNOLLS,NJ,7927,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
792,EJS NEW YORK,,ONE PENN PLAZA 1 PENN PLAZA SUITE 2014,NEW YORK,NY,10001,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
208,EMCOR SERVICES NY/NJ,,"245 Newtown Road, Suite 305",Plainview,NY,11803,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
210,EMERSON BOARD OF EDUCATION (ESCNJ),,133 MAIN STREET,EMERSON,NJ,7630,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
980,EMERSON LLLP,,"1100 W LOUIS HENNA BLVD, BUILDING 1",ROUND ROCK,TX,78681-7430,,,False,False,0,0.0,CORE,
212,"EMY SOLUTIONS, LLC",,19 SUMMERFIELD BLVD.,DAYTON,NJ,8810,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
213,ENCON MECHANICAL,,P.O. BOX 2293,OCEAN TOWNSHIP,NJ,7712,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
812,ENDO PHARMACEUTICALS INC,,8 Clarke Drive,Cranbury,NJ,8512,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
1017,ENERGY MANAGEMENT SYSTEMS,,P.O. BOX 335,RAMSEY,NJ,7446,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
216,"ENERGY SYSTEMS GROUP, LLC",,9877 EASTGATE COURT,NEWBURGH,IN,47630,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
929,"ENERGY TRANSFER SOLUTIONS, LLC",,"1220 WARD AVE, SUITE 300",WEST CHESTER,PA,19380,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
1014,ENGLEWOOD HOSPITAL AND MED CTR,,350 Engle Street,Englewood,NJ,7631,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
219,"ENTERIS BIOPHARMA, INC.",,83 FULTON STREET,BOONTON,NJ,07005-1909,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,8774.0,CORE,pshields@enterisbiopharma.com
829,"ENVIROCON, LLC",az@enviroconusa.com,83 Canada Goose Drive,Hackettstown,NJ,7840,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
221,"ENVIRONMENTAL CLIMATE CONTROL, INC",,51 PATERSON AVE,WALLINGTON,NJ,7057,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
1026,EO 160 WATER LLC,,160 WATER ST,NEW YORK,NY,10038,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,True,1,10311.0,CORE,
223,"EPIC MECHANICAL CONTRACTORS, LLC",,76-78 MALL DRIVE,COMMACK,NY,11725,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
224,"EPIC MECHANICAL, INC.",,3320 ROUTE 66,NEPTUNE,NJ,7753,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
225,EPIC SCHOOL,,238 N. FAIRVIEW AVE.,PARAMUS,NJ,7652,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,4821.54,CORE,wschmaltz@epicschool.org
227,EQUITY RESIDENTIAL,,ATTN:  ACCOUNTS PAYABLE,AUGUSTA,GA,30901,,,False,True,1,9690.0,CORE,pgospodarzec@eqr.com
229,ESSEX REGIONAL EDUCATION SERVICES COMMISS,,333 FAIRFIELD ROAD,FAIRFIELD,NJ,7004,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
967,"ESTOCK PIPING CO., LLC",,569 CHESTERFIELD-ARNEYTOWN ROAD,CHESTERFIELD,NJ,8515,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
795,EVCO MECHANICAL,,44 STANDISH AVENUE,WEST ORANGE,NJ,7052,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
908,EVESHAM TOWNSHIP SCHOOL DISTRICT (ESCNJ),,25 SOUTH MAPLE AVENUE,MARLTON,NJ,8053,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,71354.95,CORE,
232,EXECUTIVE IV NORTH ASSOCIATES (LYNMARK),,4 EXECUTIVE BLVD.  SUITE 200,SUFFERN,NY,10901,NYR NY ROCKLAND SALES TAX (8.375%),NYR NY ROCKLAND SALES TAX (8.375%),False,False,0,0.0,CORE,
235,FACTORY LESSOR LLC,,"C/O ATLAS CAPITAL GROUP, LLC",NEW YORK,NY,10022,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,4896.0,CORE,emckelvey@atlas-cap.com
237,FALASCA MECHANICAL,,3329 N. MILL ROAD,VINELAND,NJ,8360,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
234,F & G MECHANICAL CORP.,,348 NEW COUNTY ROAD,SECAUCUS,NJ,7094,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,2,24324.11,CORE,leek@fgmech.com
240,FIRST CHOICE MECHANICAL INC,,92-13 183RD STREET,JAMAICA,NY,11423,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
241,FIRST GOAL HEATING & COOLING,,271 EAST BLACKWELL ST,DOVER,NJ,7801,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
755,FLEMINGTON-RARITAN REG SCHL DIST (ESCNJ),,50 COURT STREET,FLEMINGTON,NJ,8822,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
245,FLORIDA UFSD (ED-DATA),,51 NORTH MAIN STREET,FLORIDA,NY,10921-0757,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
246,FORT LEE PUBLIC SCHOOLS,,"231 MAIN STREET, 3RD FLOOR",FORT LEE,NJ,7024,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
897,FORWARD HEATING,,55-54 60TH STREET,MASPETH,NY,11378,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
951,FRANKLIN BOROUGH BOARD OF EDUCATION,,50 WASHINGTON AVE,FRANKLIN,NJ,7416,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,18480.0,CORE,
1005,FRANKLIN BOROUGH B.O.E. (ESCNJ),,50 WASHINGTON AVE,FRANKLIN,NJ,7416,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
249,FRANKLIN TOWNSHIP B.O.E. (ESCNJ),,1760 AMWELL ROAD,SOMERSET,NJ,8873,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
860,FRANKOSKI CONSTRUCTION,,314 DODD STREET,EAST ORANGE,NJ,7017,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
251,FREDON TOWNSHIP B.O.E. (ESCNJ),,459 ROUTE 94,NEWTON,NJ,7860,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
252,FRENCHTOWN BOARD OF EDUCATION,,902 HARRISON STREET,FRENCHTOWN,NJ,8825,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
256,GAP INC.,,ACCOUNTS PAYABLE,ALBUQUERQUE,NM,87102,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),True,True,2,13284.0,CORE,
832,GARDNER PUBLIC SCHOOLS,,95 PLEASANT STREET,GARDNER,MA,1440,NMA NON-TAXABLE MA (0%),NMA NON-TAXABLE MA (0%),False,False,0,0.0,CORE,
779,"G/BA COMMISSIONING SERVICES, INC.",,"36-42 NEWARK STREET, SUITE 402",HOBOKEN,NJ,7030,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
257,GDO CONTRACTING CORP,,10-34 44TH DRIVE,LONG ISLAND CITY,NY,11101,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
1052,GDS MECHANICAL INC.,,"39 EAST HANOVER AVE, SUITE C-2",MORRIS PLAINS,NJ,7950,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
1006,"GELEST, INC.",purchasing@gelest.com,11 East Steel Road,Morrisville,PA,19067,TPA PA SALES TAX (6%),TPA PA SALES TAX (6%),False,False,0,0.0,CORE,
258,GEORGE S. HALL INC.,,4 GATEHALL DRIVE,PARSIPPANY,NJ,7054,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,5663.0,CORE,dean.clark@gshgroup.com
262,GILBANE BUILDING CO.,,"120 ALBANY ST., SUITE 301",NEW BRUNSWICK,NJ,8901,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
263,GIRL SCOUTS OF THE USA,,AMERICA,BRIARCLIFF MANOR,NY,10510,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,11991.0,CORE,
265,GLEN RIDGE PUBLIC LIBRARY,,240 RIDGEWOOD AVE,GLEN RIDGE,NJ,7028,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,2,19300.0,CORE,jbagdon@glenridgelibrary.org
268,GOYETTE MECHANICAL,,3842 GOREY AVE.,FLINT,MI,48501,,,False,False,0,0.0,CORE,
821,GRAMERCY SQUARE CONDOMINIUM,,"25 EAST 21ST STREET
c/o DOUGLAS ELLIMAN PROPERTY MANAGEMENT",New York,NY,10010,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
1067,GreenGen,,"8120 Woodmont Avenue
Suite 350",Bethesda,MD,20814,,,False,False,0,0.0,CORE,
781,GREEN TOWNSHIP BOARD OF EDUCATION (ESCNJ),,69 MACKERLY ROAD,GREEN,NJ,7860,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
1062,Grumman Butkus Associates,,,,,,,,False,False,0,0.0,CORE,
272,"GRUNDMAN MECHANICAL SYSTEMS, INC.",,835 FRANKLIN AVE.,THORNWOOD,NY,10594,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
274,GUTTENBERG BOARD OF EDUCATION (ESCNJ),,301-69TH STREET,GUTENBERG,NJ,7093,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
278,HACKENSACK BOARD OF EDUCATION,,191 SECOND STREET,HACKENSACK,NJ,7601,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,43680.0,CORE,
279,HACKETTSTOWN SCHOOL DISTRICT,,315 WASHINGTON ST.,HACKETTSTOWN,NJ,7840,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
280,HAMILTON TOWNSHIP BOE,,90 PARK AVENUE,HAMILTON,NJ,8690,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
849,HAMILTON TOWNSHIP BOE (ESCNJ),,90 PARK AVENUE,HAMILTON,NJ,8690,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
