simpro_customer_id,company_name,site_name,service_tier,site_address,bms_platform,contract_status,contract_number,contract_value,primary_contact,contact_phone,contact_email
318,IRVINGTON BOARD OF EDUCATION (ESCNJ),IRVINGTON BOARD OF EDUCATION (ESCNJ),CORE,"1123 CLINTON AVENUE, IRVINGTON, NJ, 7111",Other,,,0,,,
181,"DI SANTI MECHANICAL, INC.","DI SANTI MECHANICAL, INC.",CORE,"101 EAST MAIN STREET, BUILDING 3, LITTLE FALLS, NJ, 7424",Other,,,0,,,
294,HILLSBOROUGH BOARD OF EDUCATION (ESCNJ),HILLSBOROUGH BOARD OF EDUCATION (ESCNJ),CORE,"379 SOUTH BRANCH ROAD, HILLSBOROUGH, NJ, 8844",Other,,,0,,,
994,DWIGHT SCHOOL,DWIGHT SCHOOL,CORE,"291 CENTRAL PARK WEST, NEW YORK, NY, 10024",Other,,,0,,,
869,EAST ISLIP DISTRICT OFFICE (ED-DATA),EAST ISLIP DISTRICT OFFICE (ED-DATA),CORE,"1 CRAIG B GARIEPY AVENUE, ISLIP TERRACE, NY, 11752",Other,,,0,,,
1038,42 TRINITY PLACE CONDOMINIUM,42 TRINITY PLACE CONDOMINIUM,CORE,"575 FIFTH AVE, 9TH FL, NEW YORK, NY, 10017",Other,active,25-033125-42NY,21400,,,
887,"ARGENT CONTRACTING CO., INC","ARGENT CONTRACTING CO., INC",CORE,"16 WATCHUNG AVENUE, CHATHAM, NJ, 7928",Other,,,0,,,
64,B.O.E. VOCATIONAL CO. OF SUSSEX(ESCNJ),B.O.E. VOCATIONAL CO. OF SUSSEX(ESCNJ),CORE,"105 N. CHURCH ROAD, SPARTA, NJ, 7871",Other,,,0,,,
50,"AMERESCO, INC.","AMERESCO, INC.",CORE,"520 W. SUMMIT HILL DRIVE, KNOXVILLE, TN, 37902",Other,,,0,,,
322,JERSEY CITY BOARD OF EDUCATION,JERSEY CITY BOARD OF EDUCATION,CORE,"346 CLAREMONT AVENUE, JERSEY CITY, NJ, 7305",Other,,,0,,,
27,ACP CONTRACTING INC.,ACP CONTRACTING INC.,CORE,"25 JUST ROAD, FAIRFIELD, NJ, 7004",Other,,,0,,,
851,COUNTY OF ESSEX,COUNTY OF ESSEX,CORE,"465 DR MARTIN LUTHER KING JR BLVD #335, NEWARK, NJ, 7102",Other,,,0,,,
846,"BERKLEE COLLEGE OF MUSIC, INC.","BERKLEE COLLEGE OF MUSIC, INC.",CORE,"441 West 53rd Street, New York, NY, 10019",Other,,,0,,,
345,LANCASTER GENERAL HEALTH,LANCASTER GENERAL HEALTH,CORE,"555 N. DUKE STREET, LANCASTER, PA, 17602",Other,,,0,,,
952,BOND STREET,BOND STREET,CORE,"500 WEST 33RD STREET, NEW YORK, NY, 10001",Other,,,0,,,
958,CAFE SPICE LLC,CAFE SPICE LLC,CORE,"677 LITTLE BRITAIN ROAD, NEW WINDSOR, NY, 12553",Other,active,24-073124-295NY,9658,,,
55,ATLANTIC CITY BOARD OF EDUCATION,ATLANTIC CITY BOARD OF EDUCATION,CORE,"1300 PACIFIC AVE, ATLANTIC CITY, NJ, 8401",Other,,,0,,,
980,EMERSON LLLP,EMERSON LLLP,CORE,"1100 W LOUIS HENNA BLVD, BUILDING 1, ROUND ROCK, TX, 78681-7430",Other,,,0,,,
292,HIGHLAND PARK BOARD OF EDUCATION (ESCNJ),HIGHLAND PARK BOARD OF EDUCATION (ESCNJ),CORE,"225 WOODBRIDGE AVE., HIGHLAND PARK, NJ, 8904",Other,,,0,,,
961,"INTEGRATED DESIGN GROUP, LLC",125 W 125TH STREET OFFICE OWNER LLC,CORE,"121 WILLOWBROOK BLVD., SUITE D-1, WAYNE, NJ, 7470",Other,,,0,,,
781,GREEN TOWNSHIP BOARD OF EDUCATION (ESCNJ),GREEN TOWNSHIP BOARD OF EDUCATION (ESCNJ),CORE,"69 MACKERLY ROAD, GREEN, NJ, 7860",Other,,,0,,,
185,DON BOSCO PREPARATORY HIGH SCHOOL,DON BOSCO PREPARATORY HIGH SCHOOL,CORE,"492 FRANKLIN TURNPIKE, RAMSEY, NJ, 7446",Other,expired,23-011123-492NJ,0,,,
216,"ENERGY SYSTEMS GROUP, LLC","ENERGY SYSTEMS GROUP, LLC",CORE,"9877 EASTGATE COURT, NEWBURGH, IN, 47630",Other,,,0,,,
845,DUTCHESS COUNTY (BOCES),DUTCHESS COUNTY (BOCES),CORE,"5 Boces Road, Poughkeepsie, NY, 12601",Other,active; expired,24-0509-5NY; 25-0514-5NY-1LE,8604,,,
85,BOE N. HUNTERDON-VOORHEES REG.(ESCNJ),BOE N. HUNTERDON-VOORHEES REG.(ESCNJ),CORE,"HIGH SCHOOL DISTRIC STATE ROUTE 31, ANNANDALE, NJ, 8801",Other,active,24-0726-2561NJ,23599,,,
279,HACKETTSTOWN SCHOOL DISTRICT,HACKETTSTOWN SCHOOL DISTRICT,CORE,"315 WASHINGTON ST., HACKETTSTOWN, NJ, 7840",Other,,,0,,,
274,GUTTENBERG BOARD OF EDUCATION (ESCNJ),GUTTENBERG BOARD OF EDUCATION (ESCNJ),CORE,"301-69TH STREET, GUTENBERG, NJ, 7093",Other,,,0,,,
947,LEE & ASSOCIATES,LEE & ASSOCIATES,CORE,"777 PASSAIC AVENUE, CLIFTON, NJ, 7012",Other,,,0,,,
1015,BECKFORD TOWER,BECKFORD TOWER,CORE,"301 East 80th Street, New York, NY, 10075",Other,,,0,,,
960,"ECOSAVE AUTOMATION, LLC","ECOSAVE AUTOMATION, LLC",CORE,"4000 S 26TH, PHILADELPHIA, PA, 19145",Other,active; expired,24-0207-8353NY; 25-0128-8353NY,7306,,,
840,LAFAYETTE TOWNSHIP SCHOOL DISTRICT,LAFAYETTE TOWNSHIP SCHOOL DISTRICT,CORE,"20 LUFFBURROW ROAD, LAFAYETTE, NJ, 7848",Other,,,0,,,
201,EASTERN AIR INC.,EASTERN AIR INC.,CORE,"260 JOHNSON AVENUE, BROOKLYN, NY, 11206",Other,,,0,,,
897,FORWARD HEATING,FORWARD HEATING,CORE,"55-54 60TH STREET, MASPETH, NY, 11378",Other,,,0,,,
883,"BAIN & COMPANY, INC.","BAIN & COMPANY, INC.",CORE,"1717 MCKINNEY AVENUE, SUITE 1700, DALLAS, TX, 75202",Other,,,0,,,
862,JR MAIETTA CONSTRUCTION COMPANY,JR MAIETTA CONSTRUCTION COMPANY,CORE,"14 WEST JERSEY STREET, ELIZABETH, NJ, 7201",Other,,,0,,,
1026,EO 160 WATER LLC,EO 160 WATER LLC,CORE,"160 WATER ST, NEW YORK, NY, 10038",Other,active,24-00000000JD,10311,,,
13,"300 KIMBALL NJ, LLC","300 KIMBALL NJ, LLC",CORE,"300 KIMBALL DRIVE, SUITE 100, PARSIPPANY, NJ, 7054",Other,active,23-120522-300NJ,17726,,,monique.hughes@300kimballnj.com
7,1460 LEASEHOLD SWINGHM LLC,1460 LEASEHOLD SWINGHM LLC,CORE,"C/O MERINGOFF PROPERTIES, INC., NEW YORK, NY, 10010",Other,active,21-101521-1460NY,17201,,,thowe@merprop.com
197,EAST BRUNSWICK SCHOOL DIST(ESCNJ),EAST BRUNSWICK SCHOOL DIST(ESCNJ),ASSURE,"760 RT 18, EAST BRUNSWICK, NJ, 8816",Other,active; expired,23-053023-760NJ; 23-061622-760NJ; 24-05073-760NJ; 25-0522-760NJ,239810,,,gschenck@ebnet.org
51,AMITYVILLE UFSD (ED-DATA),AQUA TECH ENVIRONMENTAL CORP.,CORE,"150 PARK AVE., AMITYVILLE, NY, 11701",Other,,,0,,,
790,DOMINION CONSTRUCTION CORP.,DOMINION CONSTRUCTION CORP.,CORE,"108 ALLEN BOULEVARD, FARMINGDALE, NY, 11735",Other,,,0,,,
868,BOONTON TOWNSHIP BOE (ESCNJ),AMSTERDAM NURSING HOME,CORE,"11 Valley Road, Boonton, NJ, 7005",Other,,,0,,,
867,BROOKLYN VA MEDICAL CENTER,BROOKLYN VA MEDICAL CENTER,CORE,"800 Poly Place, Brooklyn, NY, 11209",Other,,,0,,,
221,"ENVIRONMENTAL CLIMATE CONTROL, INC","ENVIRONMENTAL CLIMATE CONTROL, INC",CORE,"51 PATERSON AVE, WALLINGTON, NJ, 7057",Other,,,0,,,
229,ESSEX REGIONAL EDUCATION SERVICES COMMISS,ESSEX REGIONAL EDUCATION SERVICES COMMISS,CORE,"333 FAIRFIELD ROAD, FAIRFIELD, NJ, 7004",Other,,,0,,,
249,FRANKLIN TOWNSHIP B.O.E. (ESCNJ),FRANKLIN TOWNSHIP B.O.E. (ESCNJ),CORE,"1760 AMWELL ROAD, SOMERSET, NJ, 8873",Other,,,0,,,
82,BLUMENFELD DEVELOPMENT GROUP,BLUMENFELD DEVELOPMENT GROUP,ASSURE,"75-20 ASTORIA BLVD, JACKSON HEIGHTS, NY, 11370",Other,active,23-113022-300NY,135150,,,
1044,222 EAST BROADWAY CONDOMINIUM,222 EAST BROADWAY CONDOMINIUM,CORE,"222 EAST BROADWAY, NEW YORK, NY, 10002",Other,active,24-052024-232NY,17552,,,
305,"HYCOR BIOMEDICAL, LLC","HYCOR BIOMEDICAL, LLC",CORE,"7272 CHAPMAN AVENUE, GARDEN GROVE, CA, 92841",Other,,,0,,,
986,CITY OF NEW YORK PARKS & RECREATION DEPT,CITY OF NEW YORK PARKS & RECREATION DEPT,CORE,"FIVE BORO COMPLEX RANDALL'S ISLAND, NEW YORK, NY, 10035",Other,,,0,,,
1052,GDS MECHANICAL INC.,GDS MECHANICAL INC.,CORE,"39 EAST HANOVER AVE, SUITE C-2, MORRIS PLAINS, NJ, 7950",Other,,,0,,,
978,"ALL-TECH CONTROLS, LLC","ALL-TECH CONTROLS, LLC",CORE,"485 AMHERST DRIVE, BRICK, NJ, 8723",Other,,,0,,,
102,BROOKLYN PUBLIC LIBRARY,BROOKLYN PUBLIC LIBRARY,CORE,"10 GRAND ARMY PLAZA, BROOKLYN, NY, 11238",Other,,,0,,,
329,"JSP CONSTRUCTION, LLC","JSP CONSTRUCTION, LLC",CORE,"1300 EAST 6TH STREET, BROOKLYN, NY, 11230",Other,,,0,,,
903,COLLINGS BUILDING SERVICES,COLLINGS BUILDING SERVICES,CORE,"24-01 44TH ROAD, LONG ISLAND CITY, NY, 11101",Other,,,0,,,
812,ENDO PHARMACEUTICALS INC,ENDO PHARMACEUTICALS INC,CORE,"8 Clarke Drive, Cranbury, NJ, 8512",Other,,,0,,,
234,F & G MECHANICAL CORP.,F & G MECHANICAL CORP.,CORE,"348 NEW COUNTY ROAD, SECAUCUS, NJ, 7094",Other,active; expired,22-010322-369NJ; 22-010322-389NJ; 22-020322-348NJ; 22-072822-20NJ; 23-080822-348NJ; 23-091322-348NJ; 23-091322-369NJ; 23-1222-20NJ; 23-1222-348NJ; 24-0821-20NJ; 24-0912-348NJ,24324.11,,,leek@fgmech.com
52,ANDOVER REGIONAL B.O.E. (ESCNJ),ARISTOTLE CIRCLE CONDOMINIUM,CORE,"707 LIMECREST RD., NEWTON, NJ, 7860",Other,,,0,,,
138,CLIFTON BOARD OF EDUCATION (ESCNJ),CLIFTON BOARD OF EDUCATION (ESCNJ),GUARDIAN,"745 CLIFTON AVE., CLIFTON, NJ, 7015",Other,active; expired,22-040722-745NJ; 22-040722-CELBNJ; 23-053023-CELANJ; 24-0524-745NJ; 24-0524-CELBNJ; 25-0122-745NJ5MPR; 25-0620-745NJ,327092,,,edmaldonado@cliftonschools.net
67,BAYSIDE REFRIGERATIION INC. DBA AIRLOGIX,BAYSIDE REFRIGERATIION INC. DBA AIRLOGIX,CORE,"24-26 46TH STREET, ASTORIA, NY, 11103",Other,,,0,,,
76,BERTUSSIS CONTRACTING INC.,BERTUSSIS CONTRACTING INC.,CORE,"60-70 DEXTER PLAZA, PEARL RIVER, NY, 10965",Other,,,0,,,
333,KENNEDY CATHOLIC HIGH SCHOOL,KENNEDY CATHOLIC HIGH SCHOOL,CORE,"201 CLIFF STREET, SOMERVILLE, NJ, 8876",Other,,,0,,,
129,CHRISTIAN BROTHERS ACADEMY,CHRISTIAN BROTHERS ACADEMY,CORE,"850 NEWMAN SPRINGS ROAD, LINCROFT, NJ, 7738",Other,active,22-102822-850NJ,20700,,,bmcloughlin@cbalincroftnj.org
879,DOMINICIAN ACADEMY,DOMINICIAN ACADEMY,CORE,"44 EAST 68TH STREET, MANHATTAN, NY, 10065",Other,,,0,,,
908,EVESHAM TOWNSHIP SCHOOL DISTRICT (ESCNJ),EVESHAM TOWNSHIP SCHOOL DISTRICT (ESCNJ),CORE,"25 SOUTH MAPLE AVENUE, MARLTON, NJ, 8053",Other,active,24-0703-25NJ_2,71354.95,,,
828,JOHNSON CONTROLS,JOHNSON CONTROLS,CORE,"507 EAST MICHIGAN, MILWAUKEE, WI, 53202",Other,,,0,,,
843,LAMBERTVILLE BOARD OF EDUCATION (ESCNJ),LAMBERTVILLE BOARD OF EDUCATION (ESCNJ),CORE,"226 N. UNION STREET, LAMBERTVILLE, NJ, 8530",Other,,,0,,,
1039,"AMBIENT CONDITIONING, INC","AMBIENT CONDITIONING, INC",CORE,"601 King George Road, Fords, NJ, 8863",Other,,,0,,,
794,HUNTERDON CENTRAL REGIONAL HIGH SCH DIST,HUNTERDON CENTRAL REGIONAL HIGH SCH DIST,CORE,"84 ROUTE 31, FLEMINGTON, NJ, 8822",Other,,,0,,,
818,ALL COAST SERVICE,ALL COAST SERVICE,CORE,"69 LAIRD AVENUE, NEPTUNE CITY, NJ, 7753",Other,,,0,,,
1006,"GELEST, INC.","GELEST, INC.",CORE,"11 East Steel Road, Morrisville, PA, 19067",Other,,,0,,,purchasing@gelest.com
749,BLOOMFIELD BOARD OF EDUCATION (ESCNJ),BLOOMFIELD BOARD OF EDUCATION (ESCNJ),CORE,"155 BROAD STREET, BLOOMFIELD, NJ, 7003",Other,active,23-052523-155NJ,34601,,,jscazafave@bloomfield.k12.nj.us
926,BLUE MANAGEMENT SERVICES,BLUE MANAGEMENT SERVICES,CORE,"33 WASHINGTON ST, NEWARK, NJ, 7102",Other,active,24-042424-289NJ,34848,,,
984,EAST HARLEM SCHOLAR ACAD CHARTER SCHOOL,EAST HARLEM SCHOLAR ACAD CHARTER SCHOOL,CORE,"2017 1ST AVENUE, NEW YORK, NY, 10029",Other,active,24-0823-2017NY,18832,,,
125,CENTER FOR URBAN COMMUNITY SERVICES,CENTER FOR URBAN COMMUNITY SERVICES,CORE,"312 WEST 127TH STREET, NEW YORK, NY, 10027",Other,active,23-121522-312NY,28000,,,
298,HOPE SCHOOL DISTRICT (ESCNJ),HOPE SCHOOL DISTRICT (ESCNJ),CORE,"8 PARK AVENUE, HOPE, NJ, 7844",Other,,,0,,,
156,COUNTY OF MORRIS,COUNTY OF MORRIS,CORE,"DEPARTMENT OF FINANCE, MORRISTOWN, NJ, 07963-0900",Other,active,B20-158,0,,,mcpurchasing@co.morris.nj.us
240,FIRST CHOICE MECHANICAL INC,FIRST CHOICE MECHANICAL INC,CORE,"92-13 183RD STREET, JAMAICA, NY, 11423",Other,,,0,,,
130,CHRISTIAN HEALTH CARE CENTER,CHRISTIAN HEALTH CARE CENTER,CORE,"301 SICOMAC AVE., WYCKOFF, NJ, 7481",Other,,,0,,,
107,BUIST INCORPORATED,BUIST INCORPORATED,CORE,"860 GEORGES ROAD, MONMOUTH JUNCTION, NJ, 8852",Other,expired,22-032122-860NJ,0,,,paul@buistinc.com
914,DEPARTMENT OF CHILDREN&FAMILIES,DEPARTMENT OF CHILDREN&FAMILIES,CORE,"STATE OF NEW JERSEY
REGIONAL SCHOOL ESSEX CAMPUS
395-97 NORTH 5TH STREET, NEWARK, NJ, 7107",Other,,,0,,,
795,EVCO MECHANICAL,EVCO MECHANICAL,CORE,"44 STANDISH AVENUE, WEST ORANGE, NJ, 7052",Other,,,0,,,
37,AIR STREAM AIR CONDITIONING CORP,AIR STREAM AIR CONDITIONING CORP,CORE,"400 CROSSWAYS PARK DRIVE, WOODBURY, NY, 11797",Other,expired,22-040422-400NY,0,,,dmorrill@airstreamac.com
324,J.J. WHITE INC.,J.J. WHITE INC.,CORE,"333 THORNALL STREET, EDISON, NJ, 8837",Other,,,0,,,
122,CEDAR GROVE SCHOOL DISTRICT (ESCNJ),CEDAR GROVE SCHOOL DISTRICT (ESCNJ),CORE,"520 POMPTON AVE., CEDAR GROVE, NJ, 7009",Other,active,11619,10413.97,,,bannonj@cgschools.org
81,BLU DOT HQ,BLU DOT HQ,CORE,"1321 TYLER ST. NE, MINNEAPOLIS, MN, 55413",Other,active,22-011322-79NY,3965,,,kweber@bludot.com
339,LAFAYETTE TOWNSHIP SCHOOL DISTRICT (ESCN,LAFAYETTE TOWNSHIP SCHOOL DISTRICT (ESCN,CORE,"20 LUFFBURROW ROAD, LAFAYETTE, NJ, 7848",Other,,,0,,,
272,"GRUNDMAN MECHANICAL SYSTEMS, INC.","GRUNDMAN MECHANICAL SYSTEMS, INC.",CORE,"835 FRANKLIN AVE., THORNWOOD, NY, 10594",Other,,,0,,,
953,AINSWORTH INC.,AINSWORTH INC.,CORE,"83-40 72nd Drive, Glendale, NY, 11385",Other,,,0,,,
773,CHURCH OF SCIENTOLOGY OF HARLEM,CHURCH OF SCIENTOLOGY OF HARLEM,CORE,"228 EAST 125TH STREET, NEW YORK, NY, 10035",Other,,,0,,,
763,ALL COUNTY MECHANICAL CONTRACTING,ALL COUNTY MECHANICAL CONTRACTING,CORE,"56 MCKINLEY STREET, HACKENSACK, NJ, 7601",Other,,,0,,,
35,"AIR IDEAL, INC.","AIR IDEAL, INC.",CORE,"51 WINDSOR AVE., MINEOLA, NY, 11501",Other,,,0,,,
888,"EIA CONSTRUCTORS, INC.","EIA CONSTRUCTORS, INC.",CORE,"8 RIDGEDALE AVE, CEDAR KNOLLS, NJ, 7927",Other,,,0,,,
905,1425 HUDSON STREET CONDOMINIUM ASSOC.,1425 HUDSON STREET CONDOMINIUM ASSOC.,CORE,"1425 HUDSON STREET, HOBOKEN, NJ, 7030",Other,,,0,,,
774,30 EAST CONDO,30 EAST CONDO,CORE,"1 PENN PLAZA, NEW YORK, NY, 10001",Other,,,0,,,
793,"CANNON MECHANICAL, INC.","CANNON MECHANICAL, INC.",CORE,"75-17 COOPER AVENUE, GLENDALE, NY, 11385",Other,,,0,,,
864,"AUCTA PHARMACEUTICALS, INC","AUCTA PHARMACEUTICALS, INC",CORE,"71 SUTTONS LANE, PISCATAWAY, NJ, 8854",Other,,,0,,,bob.gao@auctapharma.com
49,AME INC,AME INC,CORE,"1275 BLOOMFIELD AVE, FAIRFIELD, NJ, 7004",Other,active,23-123122-1275NJ,10500,,,danny@ame-inc.com
252,FRENCHTOWN BOARD OF EDUCATION,FRENCHTOWN BOARD OF EDUCATION,CORE,"902 HARRISON STREET, FRENCHTOWN, NJ, 8825",Other,,,0,,,
193,EACM CORP,EACM CORP,CORE,"1070 OCEAN AVENUE, SEA BRIGHT, NJ, 7760",Other,,,0,,,
915,BUTLER BOARD OF EDUCATION,BUTLER BOARD OF EDUCATION,CORE,"38 BARTHOLDI AVENUE, BUTLER, NJ, 7405",Other,active; expired,24-042424-289NJ; 25-0515-38NJ,27552,,,
1016,BEAM LIVING,BEAM LIVING,ASSURE,"276 FIRST AVE., Loop New York, NY, 10009",Other,active,24-121724-NY_rev1,106877.08,,,
954,"ARMISTEAD MECHANICAL, INC","ARMISTEAD MECHANICAL, INC",CORE,"168 HOPPER AVENUE, WALDWICK, NJ, 7463",Other,,,0,,,
202,ECHELON SERVICES LLC,ECHELON SERVICES LLC,CORE,"159 MERRIAM AVE, NEWTON, NJ, 7860",Other,,,0,,,
70,BELLEVILLE BOARD OF EDUCATION,BELLEVILLE BOARD OF EDUCATION,CORE,"56 RALPH STREET, BELLEVILLE, NJ, 7109",Other,,,0,,,
245,FLORIDA UFSD (ED-DATA),FLORIDA UFSD (ED-DATA),CORE,"51 NORTH MAIN STREET, FLORIDA, NY, 10921-0757",Other,,,0,,,
303,HVAC AND BEYOND,HVAC AND BEYOND,CORE,"226A N. MAPLE AVE., MARLTON, NJ, 8053",Other,,,0,,,
54,AQUA-THERM PLUMBING & HEATING,AQUA-THERM PLUMBING & HEATING,CORE,"7 BERYL STREET, SOUTH RIVER, NJ, 8882",Other,,,0,,,
823,BERLITZ,BERLITZ,CORE,"7 ROSZEL ROAD, 3RD FLOOR, PRINCETON, NJ, 8540",Other,,,0,,,
235,FACTORY LESSOR LLC,FACTORY LESSOR LLC,CORE,"C/O ATLAS CAPITAL GROUP, LLC, NEW YORK, NY, 10022",Other,active; expired,23-021023-450NY; 24-0105-450NY,4896,,,emckelvey@atlas-cap.com
232,EXECUTIVE IV NORTH ASSOCIATES (LYNMARK),EXECUTIVE IV NORTH ASSOCIATES (LYNMARK),CORE,"4 EXECUTIVE BLVD.  SUITE 200, SUFFERN, NY, 10901",Other,,,0,,,
171,D&B SERVICE GROUP LLC (A/R),D&B SERVICE GROUP LLC (A/R),CORE,"2 CLERICO LN, SUITE 210, HILLSBOROUGH, NJ, 8844",Other,,,0,,,
1059,"DAYLIGHT TRANSPORT, LLC","DAYLIGHT TRANSPORT, LLC",CORE,"5660 KATELLA AVENUE, CYPRESS, CA, 90630",Other,,,0,,,
284,HAMPTON SCHOOL DISTRICT (ESCNJ),HAMPTON SCHOOL DISTRICT (ESCNJ),CORE,"32-41 SOUTH STREET, HAMPTON, NJ, 8827",Other,active; expired,23-071223-32NJ; 23-072822-32NJ; 24-0524-32NJ,4100,,,jschlessinger@hamptonpublicschool.org
53,ANRON AIR SYSTEMS,ARMOUR CORRECTIONAL HEALTH SERVICES,CORE,"440 WYANDANCH AVE, N. BABYLON, NY, 11704",Other,,,0,,,
19,693 FIFTH OWNER LLC,693 FIFTH OWNER LLC,CORE,"C/O COLLIERS TRI-STATE MGMNT., NEW YORK, NY, 10036",Other,active,21-051021-693NY,57192,,,thomas.hardman@colliers.com
258,GEORGE S. HALL INC.,GEORGE S. HALL INC.,CORE,"4 GATEHALL DRIVE, PARSIPPANY, NJ, 7054",Other,active; expired,23-021323-96NJ; 24-0205-96NJ; 25-0213-96NJ,5663,,,dean.clark@gshgroup.com
1017,ENERGY MANAGEMENT SYSTEMS,ENERGY MANAGEMENT SYSTEMS,CORE,"P.O. BOX 335, RAMSEY, NJ, 7446",Other,,,0,,,
87,BON SECOURS COMMUNITY HOSPITAL,BON SECOURS COMMUNITY HOSPITAL,CORE,"160 E. MAIN STREET, PORT JERVIS, NY, 12771",Other,active,22-091422-160NY,14445.24,,,jeannine.lynch@wmchealth.org
779,"G/BA COMMISSIONING SERVICES, INC.","G/BA COMMISSIONING SERVICES, INC.",CORE,"36-42 NEWARK STREET, SUITE 402, HOBOKEN, NJ, 7030",Other,,,0,,,
1032,1200 MT. KEMBLE KM LLC,1200 MT. KEMBLE KM LLC,CORE,"1200 MT. KEMBLE AVE, MORRISTOWN, NJ, 7960",Other,,,0,,,
900,"1401 VALLEY ROAD, LLC.","1401 VALLEY ROAD, LLC.",CORE,"1 MARINE PLAZA, NORTH BERGEN, NJ, 7047",Other,,,0,,,
157,COUNTY OF ORANGE NY,COUNTY OF ORANGE NY,CORE,"C/O DEPT. OF PUBLIC WORKS, GOSHEN, NY, 10924",Other,active; expired,,0,,,bconklin@orangecountygov.com
857,DPR CONSTRUCTION,DPR CONSTRUCTION,CORE,"1090 King Georges Post Road, Edison, NJ, 8837",Other,,,0,,,
280,HAMILTON TOWNSHIP BOE,HAMILTON TOWNSHIP BOE,CORE,"90 PARK AVENUE, HAMILTON, NJ, 8690",Other,,,0,,,
1014,ENGLEWOOD HOSPITAL AND MED CTR,ENGLEWOOD HOSPITAL AND MED CTR,CORE,"350 Engle Street, Englewood, NJ, 7631",Other,,,0,,,
767,DOVER BOARD OF EDUCATION (ESCNJ),DOVER BOARD OF EDUCATION (ESCNJ),CORE,"21 BELMONT AVENUE, DOVER, NJ, 7801",Other,,,0,,,
21,A.SAIA & SON HEATING & AIR,A.SAIA & SON HEATING & AIR,CORE,"27-29N NORTH 8TH STREET, BELLEVILLE, NJ, 7109",Other,,,0,,,
1037,100 SOUTHGATE KM LLC,100 SOUTHGATE KM LLC,CORE,"100 SOUTHGATE PARKWAY, MORRISTOWN, NJ, 7960",Other,,,0,,,
792,EJS NEW YORK,EJS NEW YORK,CORE,"ONE PENN PLAZA 1 PENN PLAZA SUITE 2014, NEW YORK, NY, 10001",Other,,,0,,,
1003,JOHNSON & JOHNSON,JOHNSON & JOHNSON,CORE,"1 Johnson & Johnson Plaza, New Brunswick, NJ, 8933",Other,,,0,,,
105,BTCT (STEINER RT 202),BTCT (STEINER RT 202),CORE,"C/O STEINER EQUITIES GROUP LLC, ROSELAND, NJ, 07068-1696",Other,active,23-010923-75NJ,8500,,,sph@steinereq.net
1005,FRANKLIN BOROUGH B.O.E. (ESCNJ),FRANKLIN BOROUGH B.O.E. (ESCNJ),CORE,"50 WASHINGTON AVE, FRANKLIN, NJ, 7416",Other,,,0,,,
1045,"ARE-NY REGION NO.2, LLC","ARE-NY REGION NO.2, LLC",CORE,"30-02 48TH AVENUE, LONG ISLAND, NY, 11101",Other,active,25-031025-320NY,16952,,,
327,"JP MECHANICAL, INC.","JP MECHANICAL, INC.",CORE,"107 ROUTE 130 SOUTH, CINNAMINSON, NJ, 8077",Other,,,0,,,
309,IMMACULATE CONCEPTION PREP SCHOOL,IMMACULATE CONCEPTION PREP SCHOOL,CORE,"2000 CEDAR STREET, MONTCLAIR, NJ, 7042",Other,active; expired,23-090722-2000NJ; 24-090924-2000NJ,11916,,,
90,BOROUGH OF WANAQUE,BOROUGH OF WANAQUE,CORE,"579 RINGWOOD AVE., WANAQUE, NJ, 7465",Other,,,0,,,
1036,60 COLUMBIA KM LLC,60 COLUMBIA KM LLC,CORE,"60 COLUMBIA ROAD, MORRISTOWN, NJ, 7960",Other,,,0,,,
256,GAP INC.,GAP INC.,CORE,"ACCOUNTS PAYABLE, ALBUQUERQUE, NM, 87102",Other,active; expired,21-111121-55NY-R2; 25-111121-55NY-R2,13284,,,
44,ALLENDALE BOARD OF EDUCATION,ALLENDALE BOARD OF EDUCATION,CORE,"100 BROOKSIDE AVE., ALLENDALE, NJ, 7401",Other,,,0,,,
740,EDUCATIONAL SERVICES COMM OF NJ (ESCNJ),EDUCATIONAL SERVICES COMM OF NJ (ESCNJ),CORE,"1660 STELTON ROAD, PISCATAWAY, NJ, 8854",Other,expired,23-0627-1660NJ,0,,,
924,HOSPITAL FOR SPECIAL SURGERY,HOSPITAL FOR SPECIAL SURGERY,CORE,"535 EAST 70TH STREET, NEW YORK, NY, 10021",Other,,,0,,,
146,COMFORT MECHANICAL CORP.,COMFORT MECHANICAL CORP.,CORE,"PO BOX 4135, LONG BRANCH, NJ, 7740",Other,,,0,,,
805,ANDERSON COMPANIES,ANDERSON COMPANIES,CORE,"368 PASSAIC AVENUE, FAIRFIELD, NJ, 7004",Other,,,0,,,
859,KNOWLES SCHOOL DISTRICT (ESCNJ),KNOWLES SCHOOL DISTRICT (ESCNJ),CORE,"20 KNOWLES AVENUE, KNOWLES, NJ, 7844",Other,,,0,,,
183,DNJ MECHANICAL,DNJ MECHANICAL,CORE,"55-05 FLUSHING AVE., MASPETH, NY, 11378",Other,,,0,,,
1024,HVAC RESOURCES,HVAC RESOURCES,CORE,"5230 SOUTH WABASH AVENUE, CHICAGO, IL, 60615",Other,,,0,,,
782,BEDFORD AVENUE TRS LLC,BEDFORD AVENUE TRS LLC,CORE,"485 7TH AVENUE, NEW YORK, NY, 10018",Other,active,23-032723-353NY,14957,,,carlos.lorenzo@moxywilliamsburg.com
